,asin,brand,title,url,rating,totalReviews,price,Review_URL,Price (Euros)
210,B075FLG6MV,Nokia,"Nokia 2 - Android - 8GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5"" Screen - Black - U.S. Warranty",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B075FLG6MV,3.1,359.0,194.97,http://www.amazon.com/reviews/B075FLG6MV,189.12
211,B075H3VWGN,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Black,https://www.amazon.com/Samsung-Galaxy-S7-T-Mobile-Unlocked/dp/B075H3VWGN,4.1,41.0,287.32,http://www.amazon.com/reviews/B075H3VWGN,278.7
212,B075QRTVNC,Sony,"Sony Xperia XA1 Plus - Unlocked Smartphone - 5.5"", 32GB - Blue (US Warranty)",https://www.amazon.com/Sony-Xperia-XA1-Plus-Smartphone/dp/B075QRTVNC,3.7,34.0,255.0,http://www.amazon.com/reviews/B075QRTVNC,247.35
214,B075SPVK8D,Samsung,Samsung Galaxy Note 8 SM-N950U 64GB Gray Verizon Unlocked -Excellent,https://www.amazon.com/Samsung-SM-N950U-Galaxy-Verizon-Smartphone/dp/B075SPVK8D,4.4,54.0,370.99,http://www.amazon.com/reviews/B075SPVK8D,359.86
215,B075Z4NBZC,Samsung,Samsung Galaxy Note 5 SM-N920T 64GB White - T-Mobile (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-Note-SM-N920T-White/dp/B075Z4NBZC,5.0,1.0,202.95,http://www.amazon.com/reviews/B075Z4NBZC,196.86
216,B075ZD2WFN,Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Smartphone w/ 12MP Camera - Orchid Gray,https://www.amazon.com/Samsung-Galaxy-Unlocked-Version-Smartphone/dp/B075ZD2WFN,3.6,19.0,429.97,http://www.amazon.com/reviews/B075ZD2WFN,417.07
217,B075ZDV79Y,Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Arctic Silver,https://www.amazon.com/Samsung-Galaxy-Unlocked-Version-Camera/dp/B075ZDV79Y,2.6,6.0,479.98,http://www.amazon.com/reviews/B075ZDV79Y,465.58
218,B075ZGJMQY,Samsung,Samsung Galaxy Note 8 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,https://www.amazon.com/Samsung-Galaxy-Unlocked-Android-Megapixel/dp/B075ZGJMQY,3.7,104.0,407.99,http://www.amazon.com/reviews/B075ZGJMQY,395.75
219,B075ZHJ1SK,Samsung,Samsung Galaxy S8+ G955U 64GB T-Mobile GSM Smartphone w/ 12MP Camera - Arctic Silver,https://www.amazon.com/Samsung-Galaxy-T-Mobile-Smartphone-Camera/dp/B075ZHJ1SK,3.8,2.0,439.98,http://www.amazon.com/reviews/B075ZHJ1SK,426.78
220,B075ZHWDN2,Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Midnight Black,https://www.amazon.com/Samsung-Galaxy-Unlocked-Version-Camera/dp/B075ZHWDN2,3.3,10.0,448.97,http://www.amazon.com/reviews/B075ZHWDN2,435.5
221,B07643YNY8,Apple,"Apple iPhone SE, 32GB, Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-32GB/dp/B07643YNY8,3.8,61.0,151.79,http://www.amazon.com/reviews/B07643YNY8,147.24
222,B0764K8Z1H,Samsung,Samsung Galaxy S8 64GB G950U AT&T Unlocked - Arctic Silver (Renewed),https://www.amazon.com/Samsung-Galaxy-64GB-G950U-Unlocked/dp/B0764K8Z1H,4.1,8.0,270.95,http://www.amazon.com/reviews/B0764K8Z1H,262.82
224,B0766NJPBN,Google,"Google Pixel 2 GSM/CDMA Google Unlocked (Clearly White, 64GB, US warranty)",https://www.amazon.com/Google-Pixel-Unlocked-Clearly-warranty/dp/B0766NJPBN,4.0,153.0,338.99,http://www.amazon.com/reviews/B0766NJPBN,328.82
225,B0766TPHSH,Google,Google Pixel 2 XL 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,https://www.amazon.com/Google-Unlocked-Octa-Core-12-2MP-Camera/dp/B0766TPHSH,4.1,153.0,409.88,http://www.amazon.com/reviews/B0766TPHSH,397.58
226,B0767538YH,Google,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,https://www.amazon.com/Google-Unlocked-Octa-Core-12-2MP-Camera/dp/B0767538YH,3.7,66.0,392.0,http://www.amazon.com/reviews/B0767538YH,380.24
227,B076BVNGZQ,Nokia,Nokia 3310 TA-1036 Unlocked GSM 3G Android Phone - Charcoal,https://www.amazon.com/Nokia-TA-1036-Unlocked-Android-Phone/dp/B076BVNGZQ,4.0,7.0,58.9,http://www.amazon.com/reviews/B076BVNGZQ,57.13
229,B076HVSJQR,Samsung,Samsung Galaxy S8 Orchid Gray 64GB Verizon and GSM Factory Unlocked 4G LTE (Renewed),https://www.amazon.com/Samsung-Galaxy-S8-Certified-Refurbished/dp/B076HVSJQR,3.9,1.0,269.0,http://www.amazon.com/reviews/B076HVSJQR,260.93
230,B076KC34PM,Apple,"Apple iPhone 8 64GB GSM Unlocked Smartphone, RED (Renewed)",https://www.amazon.com/Apple-iPhone-Unlocked-Smartphone-Refurbished/dp/B076KC34PM,4.1,26.0,334.98,http://www.amazon.com/reviews/B076KC34PM,324.93
231,B076M9RQJ2,Samsung,Samsung Galaxy S8 64GB Phone - 5.8in Unlocked Smartphone - Midnight Black (Renewed),https://www.amazon.com/Samsung-Galaxy-64GB-Phone-Smartphone/dp/B076M9RQJ2,4.1,167.0,269.99,http://www.amazon.com/reviews/B076M9RQJ2,261.89
232,B076MB4CYN,Google,"Google Pixel 32GB Phone, Very Silver, 5"" (Renewed)",https://www.amazon.com/Google-Pixel-Silver-Certified-Refurbished/dp/B076MB4CYN,3.5,32.0,100.0,http://www.amazon.com/reviews/B076MB4CYN,97.0
234,B076XLLCQC,Samsung,Samsung Galaxy Note 8 N950 Factory Unlocked Phone 64GB Midnight Black (Renewed),https://www.amazon.com/Samsung-Unlocked-Midnight-Certified-Refurbished/dp/B076XLLCQC,4.0,891.0,330.95,http://www.amazon.com/reviews/B076XLLCQC,321.02
235,B07753NSQZ,Apple,"Apple iPhone 8, GSM Unlocked, 256GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-256GB/dp/B07753NSQZ,4.0,96.0,349.8,http://www.amazon.com/reviews/B07753NSQZ,339.31
236,B0775451TT,Apple,"Apple iPhone X, 256GB, Silver - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B0775451TT,3.9,436.0,479.0,http://www.amazon.com/reviews/B0775451TT,464.63
237,B07755LZ67,Apple,Apple iPhone 8 Plus 64GB Unlocked GSM Phone - Space Gray (Renewed),https://www.amazon.com/Apple-iPhone-Unlocked-Gray-Refurbished/dp/B07755LZ67,4.0,176.0,374.99,http://www.amazon.com/reviews/B07755LZ67,363.74
238,B07756QYST,Apple,"Apple iPhone 8, 64GB, Silver - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-Refurbished/dp/B07756QYST,4.0,1.0,311.97,http://www.amazon.com/reviews/B07756QYST,302.61
239,B0775717ZP,Apple,"Apple iPhone 8, 64GB, Gold - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-64GB/dp/B0775717ZP,4.0,1.0,307.8,http://www.amazon.com/reviews/B0775717ZP,298.57
240,B077578VXH,Apple,"Apple iPhone 8, GSM Unlocked, 64GB - Gold (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-64GB/dp/B077578VXH,4.2,72.0,299.0,http://www.amazon.com/reviews/B077578VXH,290.03
241,B077578W38,Apple,"Apple iPhone X, Unlocked 5.8"", 64GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-64GB/dp/B077578W38,3.9,442.0,448.95,http://www.amazon.com/reviews/B077578W38,435.48
242,B0775H5HJW,Apple,"Apple iPhone X, GSM Unlocked, 256GB - Silver (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-256GB/dp/B0775H5HJW,3.8,139.0,499.99,http://www.amazon.com/reviews/B0775H5HJW,484.99
243,B0776ZJ1C3,Huawei,Modem Huawei USB 3G H+ GSM Unlocked K4605 (E372) USA Latin & Caribbean Europe Bands 850/900/1900 mhz BAM,https://www.amazon.com/Modem-Huawei-Unlocked-Caribbean-Europe/dp/B0776ZJ1C3,3.3,4.0,24.5,http://www.amazon.com/reviews/B0776ZJ1C3,23.76
245,B077BL94N3,Samsung,Samsung Galaxy Note 8 N950U 64GB - Sprint (Midnight Black),https://www.amazon.com/Samsung-Galaxy-Note-N950U-64GB/dp/B077BL94N3,4.0,10.0,479.98,http://www.amazon.com/reviews/B077BL94N3,465.58
246,B077J7H62P,Apple,"Apple MGLW2LL/A iPad Air 2 9.7-Inch Retina Display, 16GB, Wi-Fi (Silver) (Renewed)",https://www.amazon.com/Apple-MGLW2LL-9-7-Inch-Display-Refurbished/dp/B077J7H62P,4.2,124.0,211.39,http://www.amazon.com/reviews/B077J7H62P,205.05
248,B077NJQPGB,Apple,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B077NJQPGB,3.6,8.0,256.82,http://www.amazon.com/reviews/B077NJQPGB,249.12
249,B077NK4TZ7,Apple,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Rose Gold (Renewed),https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B077NK4TZ7,2.1,2.0,229.99,http://www.amazon.com/reviews/B077NK4TZ7,223.09
250,B077NTKFDB,Apple,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Silver (Renewed),https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B077NTKFDB,3.6,17.0,329.97,http://www.amazon.com/reviews/B077NTKFDB,320.07
251,B077T4MVZ6,Samsung,Samsung Galaxy G550T On5 GSM Unlocked 4G LTE Android (Does Not Work With Metro PCS) Smartphone - White - (Renewed),https://www.amazon.com/Samsung-Galaxy-Unlocked-Android-Smartphone/dp/B077T4MVZ6,2.5,32.0,94.99,http://www.amazon.com/reviews/B077T4MVZ6,92.14
253,B077XM1GZM,Apple,"Apple iPhone 6S Plus, 64GB, Silver - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-a1687-Unlocked-Refurbished/dp/B077XM1GZM,3.8,12.0,258.8,http://www.amazon.com/reviews/B077XM1GZM,251.04
254,B077YTCMH9,Samsung,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B077YTCMH9,3.8,606.0,199.0,http://www.amazon.com/reviews/B077YTCMH9,193.03
255,B077ZKKDWK,Sony,"Sony Xperia XA2 Ultra Factory Unlocked Phone - 6"" Screen - 32GB - Silver (U.S. Warranty)",https://www.amazon.com/Sony-Xperia-Ultra-Factory-Unlocked/dp/B077ZKKDWK,3.8,304.0,399.99,http://www.amazon.com/reviews/B077ZKKDWK,387.99
256,B077ZMWX1W,Sony,"Sony Xperia L2, Unlocked, 32GB - Black (U.S. Warranty)",https://www.amazon.com/Sony-Xperia-Factory-Unlocked-Phone/dp/B077ZMWX1W,38.0,71.0,249.99,http://www.amazon.com/reviews/B077ZMWX1W,242.49
257,B0786PRKBP,Samsung,Samsung Galaxy S8 - Unlocked - Midnight Black (Renewed),https://www.amazon.com/Samsung-Galaxy-Unlocked-Smartphone-Carriers/dp/B0786PRKBP,4.0,1.0,264.99,http://www.amazon.com/reviews/B0786PRKBP,257.04
258,B0787V183F,Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",https://www.amazon.com/Google-Pixel-64-Black-Refurbished/dp/B0787V183F,3.7,363.0,155.99,http://www.amazon.com/reviews/B0787V183F,151.31
259,B0788F8DKC,Samsung,Samsung DeX Wireless Qi Desktop Charging Dock Station EE-MG950 Galaxy S8 + Note8 (Renewed),https://www.amazon.com/Samsung-Wireless-Charging-Certified-Refurbished/dp/B0788F8DKC,4.2,63.0,36.89,http://www.amazon.com/reviews/B0788F8DKC,35.78
260,B0788ZD69Z,Samsung,Samsung Galaxy S8 Plus Unlocked 64GB (Midnight Black) - (Renewed),https://www.amazon.com/Samsung-Galaxy-S8-Plus-Unlocked/dp/B0788ZD69Z,4.0,1.0,298.95,http://www.amazon.com/reviews/B0788ZD69Z,289.98
262,B078HFZVZ8,Apple,"Apple iPad 2 MC774LL/A Tablet (32GB, Wifi + AT&T 3G, Black) 2nd Generation (Renewed)",https://www.amazon.com/Apple-MC774LL-Tablet-Generation-Refurbished/dp/B078HFZVZ8,3.2,5.0,129.6,http://www.amazon.com/reviews/B078HFZVZ8,125.71
265,B078RBVVCV,Motorola,Motorola Moto G5S Plus XT1805 4G LTE Unlocked GSM 32GB 4GB RAm Octa Core Dual 13MP International Version No Warranty,https://www.amazon.com/Motorola-XT1805-Factory-Unlocked-International/dp/B078RBVVCV,3.5,56.0,175.0,http://www.amazon.com/reviews/B078RBVVCV,169.75
266,B078SBFV72,Apple,"Apple iPad Air MF003LL/A (32GB, Wi-Fi + AT&T, Black with Space Gray) OLD VERSION (Renewed)",https://www.amazon.com/Apple-MF003LL-Wi-Fi-VERSION-Refurbished/dp/B078SBFV72,5.0,7.0,166.19,http://www.amazon.com/reviews/B078SBFV72,161.2
267,B078WZ86Y9,Apple,"Apple iPhone 7, 128GB, Red - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B078WZ86Y9,3.3,58.0,234.35,http://www.amazon.com/reviews/B078WZ86Y9,227.32
268,B078YXQ38Z,Samsung,Samsung Galaxy S8 Active 64GB SM-G892A Unlocked GSM - Meteor Gray (Renewed),https://www.amazon.com/Samsung-Galaxy-S8-Active-SM-G892A/dp/B078YXQ38Z,3.9,185.0,274.95,http://www.amazon.com/reviews/B078YXQ38Z,266.7
269,B079142R7Y,ASUS,ASUS ZenFone Max Plus ZB570TL-MT67-3G32G-BL - 5.7” 1920x1080-3GB RAM - 32GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Silver,https://www.amazon.com/ASUS-ZenFone-Plus-ZB570TL-MT67-3G32G-BL-1920x1080-3GB/dp/B079142R7Y,3.5,155.0,229.0,http://www.amazon.com/reviews/B079142R7Y,222.13
270,B0791VS3N9,Huawei,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),https://www.amazon.com/Huawei-Mate-Factory-Unlocked-5-93/dp/B0791VS3N9,4.3,2.0,349.99,http://www.amazon.com/reviews/B0791VS3N9,339.49
273,B0799ZMY6D,Google,"Google Pixel 2 XL 128 GB, Black (Renewed)",https://www.amazon.com/Google-Pixel-128-Black-Renewed/dp/B0799ZMY6D,4.1,292.0,219.99,http://www.amazon.com/reviews/B0799ZMY6D,213.39
274,B079C1K282,Google,"Google Pixel 2 XL 64 GB, Black (Renewed)",https://www.amazon.com/Google-Pixel-XL-Black-Renewed/dp/B079C1K282,4.1,254.0,189.96,http://www.amazon.com/reviews/B079C1K282,184.26
275,B079C2Q6MH,Huawei,Huawei Nexus 6p 128GB - Factory Unlocked Phone - Frost (Certified Refurbished),https://www.amazon.com/Huawei-Nexus-128GB-Certified-Refurbished/dp/B079C2Q6MH,2.6,3.0,129.95,http://www.amazon.com/reviews/B079C2Q6MH,126.05
276,B079H6RLKQ,Samsung,Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black,https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Smartphone/dp/B079H6RLKQ,4.1,2.0,499.99,http://www.amazon.com/reviews/B079H6RLKQ,484.99
277,B079HB518K,Apple,"Apple iPhone 7, 32GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-32GB/dp/B079HB518K,3.9,243.0,199.0,http://www.amazon.com/reviews/B079HB518K,193.03
278,B079HG7TZS,Huawei,"Huawei P Smart (32GB) 5.6"" Fullview Display & Dual Camera's, 4G LTE Dual-SIM Factory Unlocked w/ Fingerprint Scanner FIG-L23 International Model, No Warranty (Black)",https://www.amazon.com/Fullview-Dual-SIM-Fingerprint-FIG-L23-International/dp/B079HG7TZS,4.4,34.0,179.99,http://www.amazon.com/reviews/B079HG7TZS,174.59
281,B079K78C1Y,Google,Google Pixel XL 128GB Silver (Unlocked) - (Renewed),https://www.amazon.com/Google-Pixel-128GB-Silver-Unlocked/dp/B079K78C1Y,4.1,33.0,154.95,http://www.amazon.com/reviews/B079K78C1Y,150.3
282,B079NM9SZL,Nokia,"Nokia 5 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-Metropcs/dp/B079NM9SZL,3.8,45.0,89.0,http://www.amazon.com/reviews/B079NM9SZL,86.33
283,B079NQHRPS,Nokia,"Nokia 5 (16GB, 2GB RAM) 5.2"" Polarized HD Display, Android 9.0 Pie, Dual SIM GSM (AT&T/T-Mobile/MetroPCS/Cricket/Mint) Unlocked Smartphone (Silver)",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B079NQHRPS,3.8,31.0,99.0,http://www.amazon.com/reviews/B079NQHRPS,96.03
284,B079PS2HZM,Huawei,"Huawei Ascend XT 2 | (16GB, 2GB RAM) | 5.5"" IPS Display | Dual Camera | 4000 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked | Smartphone - Silver",https://www.amazon.com/Huawei-Unlocked-H1711-Android-Desbloqueado/dp/B079PS2HZM,3.9,79.0,99.99,http://www.amazon.com/reviews/B079PS2HZM,96.99
285,B079RJWMZG,Samsung,"Samsung Galaxy S8+, 6.2"" 64GB SPRINT Midnight Black",https://www.amazon.com/Samsung-Galaxy-SPRINT-Midnight-Black/dp/B079RJWMZG,3.3,3.0,899.99,http://www.amazon.com/reviews/B079RJWMZG,872.99
286,B079SQ5VHX,Samsung,"Samsung Galaxy S9 (SM-G960F/DS) 4GB / 64GB 5.8-inches LTE Dual SIM (GSM Only, No CDMA) Factory Unlocked - International Stock No Warranty (Midnight Black, Phone Only)",https://www.amazon.com/Samsung-SM-G960F-5-8-inches-Factory-Unlocked/dp/B079SQ5VHX,4.3,122.0,519.0,http://www.amazon.com/reviews/B079SQ5VHX,503.43
289,B079TZVTNQ,Huawei,"Huawei R216 150 Mbps 4G LTE Mobile WiFi Hotspot Router (4G LTE in USA AT&T Europe, Asia, Middle East & Africa Digitel Orange)",https://www.amazon.com/Huawei-Mobile-Hotspot-Router-Digitel/dp/B079TZVTNQ,3.0,1.0,49.9,http://www.amazon.com/reviews/B079TZVTNQ,48.4
290,B079X7DQ4Q,Samsung,"Samsung Galaxy S9 Single SIM 64GB SM-G9600 Factory Unlocked 4G Smartphone (Midnight Black) -International Version - No Warranty in The USA - GSM ONLY, NO CDMA",https://www.amazon.com/Samsung-SM-G9600-Unlocked-Smartphone-International/dp/B079X7DQ4Q,3.9,95.0,449.0,http://www.amazon.com/reviews/B079X7DQ4Q,435.53
291,B07B82VTX5,Sony,"Sony Xperia XZ2 Unlocked Smarphone - Dual SIM - 5.7"" Screen - 64GB - Liquid Silver (US Warranty)",https://www.amazon.com/Sony-Xperia-XZ2-Unlocked-Smarphone/dp/B07B82VTX5,3.9,45.0,499.99,http://www.amazon.com/reviews/B07B82VTX5,484.99
292,B07B9638J2,Samsung,"Samsung Galaxy S9 Plus (6.2"", Dual SIM) 64GB SM-G965F/DS Factory Unlocked LTE Smartphone (Lilac Purple) - International Version",https://www.amazon.com/Samsung-SM-G965F-Factory-Unlocked-Smartphone/dp/B07B9638J2,4.3,25.0,619.99,http://www.amazon.com/reviews/B07B9638J2,601.39
293,B07BBQ56WS,Samsung,Samsung Galaxy S9 Smartphone -Lilac Purple - GSM Only - International Version,https://www.amazon.com/Samsung-Galaxy-Smartphone-Lilac-Purple/dp/B07BBQ56WS,3.5,8.0,445.66,http://www.amazon.com/reviews/B07BBQ56WS,432.29
295,B07BBZJ4G9,Samsung,Samsung Galaxy S9+ Smartphone - Midnight Black - Carrier Locked - Verizon,https://www.amazon.com/Samsung-Galaxy-S9-Smartphone-Midnight/dp/B07BBZJ4G9,3.8,11.0,899.99,http://www.amazon.com/reviews/B07BBZJ4G9,872.99
296,B07BFCZYRM,Samsung,Samsung Galaxy S9 Plus Verizon + GSM Unlocked 64GB Midnight Black (Renewed),https://www.amazon.com/Samsung-Unlocked-Midnight-Certified-Refurbished/dp/B07BFCZYRM,4.2,355.0,374.95,http://www.amazon.com/reviews/B07BFCZYRM,363.7
297,B07BFHTJTK,Samsung,"Samsung Galaxy S7 Edge G935v 32GB Smartphone for Verizon Wireless CDMA, Coral Blue (Renewed)",https://www.amazon.com/Samsung-Smartphone-Wireless-Certified-Refurbished/dp/B07BFHTJTK,3.6,27.0,179.0,http://www.amazon.com/reviews/B07BFHTJTK,173.63
298,B07BFPDGNX,Samsung,Samsung Galaxy Note 8 SM-N950U 64GB AT&T - Orchid Grey,https://www.amazon.com/Samsung-Galaxy-Note-64GB-Orchid/dp/B07BFPDGNX,4.4,54.0,440.99,http://www.amazon.com/reviews/B07BFPDGNX,427.76
299,B07BH74WCW,Samsung,Samsung B690 convoy 4-verizon wireless (Renewed),https://www.amazon.com/Samsung-4-verizon-wireless-Certified-Refurbished/dp/B07BH74WCW,2.7,13.0,58.99,http://www.amazon.com/reviews/B07BH74WCW,57.22
300,B07BHT4KGM,Samsung,"Samsung Galaxy S9 Sm-G9600 Dual Sim 5.8"" Super Amoled, 64GB, 4 GB RAM, Factory Unlocked - No Warranty Midnight Black",https://www.amazon.com/Samsung-Galaxy-SM-G9600-Factory-Unlocked/dp/B07BHT4KGM,3.9,95.0,503.09,http://www.amazon.com/reviews/B07BHT4KGM,488.0
301,B07BR995NC,Samsung,"Samsung Galaxy S8 Active (G892A) AT&T Military-Grade Durable Smartphone w/ 5.8"" Shatter-Resistant Glass, Meteor Gray",https://www.amazon.com/Samsung-Galaxy-Active-SM-G892A-Unlocked/dp/B07BR995NC,3.9,94.0,800.0,http://www.amazon.com/reviews/B07BR995NC,776.0
302,B07BZXDZKN,Huawei,"Huawei Y6 2018 ATU-LX3 5.7"" FullView Display 16GB 2GB RAM Dual SIM 13 MP + 2 MP 4128 x 3096 Pixels Dual-LED Flash A-GPS Fingerprint Factory Unlocked No Warranty US (Gold)",https://www.amazon.com/Huawei-FullView-Dual-LED-Fingerprint-Unlocked/dp/B07BZXDZKN,3.7,27.0,169.99,http://www.amazon.com/reviews/B07BZXDZKN,164.89
303,B07C2VFMN2,Motorola,Motorola Z3 Play & Moto Power Pack - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - 64GB - Deep Indigo (US Warranty) - PA9S0000US,https://www.amazon.com/Moto-Z3-Play-Power-Pack/dp/B07C2VFMN2,4.1,84.0,229.99,http://www.amazon.com/reviews/B07C2VFMN2,223.09
304,B07C4W6KR9,Samsung,Samsung Galaxy J7 V Verizon Wireless - Silver (Renewed),https://www.amazon.com/Samsung-Galaxy-Verizon-Wireless-Refurbished/dp/B07C4W6KR9,3.1,4.0,119.95,http://www.amazon.com/reviews/B07C4W6KR9,116.35
305,B07C5X8Q3K,Sony,Sony Xperia XZ2 H8216 Used Like New 64GB 5.7' US & Latin 4G LTE Factory Unlocked Smartphone (Deep Green),https://www.amazon.com/Sony-Xperia-Factory-Unlocked-Smartphone/dp/B07C5X8Q3K,4.5,6.0,362.75,http://www.amazon.com/reviews/B07C5X8Q3K,351.87
307,B07C65MFKH,Samsung,Samsung Galaxy S9+ 64GB Unlocked GSM 4G LTE Phone - Lilac Purple (Renewed),https://www.amazon.com/Samsung-Galaxy-G9650-Unlocked-Camera/dp/B07C65MFKH,4.1,1.0,321.99,http://www.amazon.com/reviews/B07C65MFKH,312.33
308,B07C65XFBB,Samsung,Samsung Galaxy S9 Unlocked - 64gb - Midnight Black (Renewed),https://www.amazon.com/Samsung-Galaxy-Unlocked-Certified-Refurbished/dp/B07C65XFBB,4.0,1.0,304.53,http://www.amazon.com/reviews/B07C65XFBB,295.39
309,B07C6FCC8G,Huawei,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,4.4,602.0,389.94,http://www.amazon.com/reviews/B07C6FCC8G,378.24
311,B07C8H8G4L,Huawei,Router Hotspot 4G LTE Unlocked GSM (LTE USA AT&T T-mobile Metro Pcs Cricket Latin & Caribbean) Huawei E5573s-508 up to 10 wifi users CAT4,https://www.amazon.com/Hotspot-Unlocked-T-mobile-Caribbean-E5573s-508/dp/B07C8H8G4L,3.5,48.0,78.9,http://www.amazon.com/reviews/B07C8H8G4L,76.53
312,B07CGMQDXW,Apple,"Apple iPhone 8 Plus, 64GB, Space Gray - For Verizon (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Verizon-64GB/dp/B07CGMQDXW,4.2,1.0,373.53,http://www.amazon.com/reviews/B07CGMQDXW,362.32
314,B07CHW5KMY,Motorola,"Motorola Moto G6 (32GB, 3GB RAM) Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1925-2 (Deep Indigo)",https://www.amazon.com/Motorola-XT1925-2-Unlocked-Smartphone-International/dp/B07CHW5KMY,3.8,212.0,118.96,http://www.amazon.com/reviews/B07CHW5KMY,115.39
315,B07CHWMYHP,Motorola,"Motorola Moto G6 Plus - 64GB - 5.9"" FHD+, Dual SIM 4G LTE GSM Factory Unlocked Smartphone International Model XT1926-7 (Deep Indigo)",https://www.amazon.com/Motorola-Moto-Plus-Smartphone-International/dp/B07CHWMYHP,4.1,185.0,174.94,http://www.amazon.com/reviews/B07CHWMYHP,169.69
316,B07CHWTWYP,Motorola,"Motorola Moto G6 Play 32GB - Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Version XT1922-5 (Deep Indigo)",https://www.amazon.com/Motorola-XT1922-5-Unlocked-Smartphone-International/dp/B07CHWTWYP,3.8,115.0,167.0,http://www.amazon.com/reviews/B07CHWTWYP,161.99
317,B07CJKNL9R,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - White Pearl (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-N920T-T-Mobile-Unlocked/dp/B07CJKNL9R,2.1,10.0,151.9,http://www.amazon.com/reviews/B07CJKNL9R,147.34
318,B07CLT3BDN,ASUS,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2” FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Midnight Blue,https://www.amazon.com/ASUS-ZenFone-5Z-ZS620KL-S845-6G64G-2160x1080/dp/B07CLT3BDN,4.3,97.0,499.0,http://www.amazon.com/reviews/B07CLT3BDN,484.03
