,asin,brand,title,url,rating,totalReviews,price,Review_URL,Price (Euros)
319,B07CMBB6PH,Huawei,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,4.3,558.0,229.99,http://www.amazon.com/reviews/B07CMBB6PH,223.09
320,B07CT4JC7J,Google,Google Pixel 2 XL 64GB Smartphone - Verizon - Just Black (Renewed),https://www.amazon.com/Google-Pixel-64GB-Smartphone-Refurbished/dp/B07CT4JC7J,4.2,28.0,203.51,http://www.amazon.com/reviews/B07CT4JC7J,197.4
321,B07CZR8YV4,Apple,"Apple iPhone 7 Plus, 128GB, Rose Gold - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-128GB/dp/B07CZR8YV4,3.9,2.0,295.0,http://www.amazon.com/reviews/B07CZR8YV4,286.15
323,B07D6TQP6F,Apple,"Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",https://www.amazon.com/Apple-iPhone-AT-256GB-Refurbished/dp/B07D6TQP6F,3.9,436.0,476.0,http://www.amazon.com/reviews/B07D6TQP6F,461.72
324,B07D9TTLZG,OnePlus,"OnePlus Factory Unlocked Phone - 6.28"" Screen - 64GB - Mirror Black",https://www.amazon.com/OnePlus-Factory-Unlocked-Phone-Screen/dp/B07D9TTLZG,1.0,1.0,426.17,http://www.amazon.com/reviews/B07D9TTLZG,413.38
325,B07DCB61LG,OnePlus,"OnePlus 6 A6000 64GB/6GB Mirror Black - Dual Back Cameras, Face & Fingerprint Identification, 6.28"", Android 8.1 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA",https://www.amazon.com/OnePlus-A6000-64GB-Mirror-Black/dp/B07DCB61LG,4.4,59.0,479.0,http://www.amazon.com/reviews/B07DCB61LG,464.63
326,B07DD71K4D,Nokia,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - White - U.S. Warranty",https://www.amazon.com/Nokia-3-1-Unlocked-Smartphone-T-Mobile/dp/B07DD71K4D,3.5,64.0,109.0,http://www.amazon.com/reviews/B07DD71K4D,105.73
327,B01LY3OB8D,Google,Google Pixel XL Phone 32GB - 5.5 inch display ( Factory Unlocked US Version ) (Very Silver),https://www.amazon.com/Google-Pixel-XL-Phone-32GB/dp/B01LY3OB8D,3.9,455.0,185.0,http://www.amazon.com/reviews/B01LY3OB8D,179.45
328,B07DDD8PNQ,Nokia,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue - U.S. Warranty",https://www.amazon.com/Nokia-3-1-Unlocked-Smartphone-T-Mobile/dp/B07DDD8PNQ,3.9,77.0,159.0,http://www.amazon.com/reviews/B07DDD8PNQ,154.23
329,B07DF9R73K,Sony,"Sony Xperia XZ2 Premium Unlocked Smartphone - Dual SIM - 5.8"" 4K HDR Screen - 64GB - Chrome Black (US Warranty)",https://www.amazon.com/Sony-Xperia-Premium-Unlocked-Smartphone/dp/B07DF9R73K,4.1,75.0,629.99,http://www.amazon.com/reviews/B07DF9R73K,611.09
330,B07DP4X68W,Samsung,Samsung Galaxy S8+ Plus 64GB Sprint (Midnight Black) (Renewed),https://www.amazon.com/Samsung-Galaxy-Sprint-Midnight-Black/dp/B07DP4X68W,4.3,6.0,289.0,http://www.amazon.com/reviews/B07DP4X68W,280.33
331,B07DXCGD56,Samsung,Samsung Galaxy A30 Single SIM 32GB (SM-A305G) Unlocked Phone GSM International Version - Blue,https://www.amazon.com/Samsung-A30-Single-SM-A305G-International/dp/B07DXCGD56,5.0,1.0,229.99,http://www.amazon.com/reviews/B07DXCGD56,223.09
332,B07DZMB1ZK,Samsung,Samsung Galaxy S8+ Plus 64GB T-Mobile GSM Unlocked (Renewed) (Orchid Gray),https://www.amazon.com/Samsung-Galaxy-S8-Plus-T-Mobile/dp/B07DZMB1ZK,4.2,89.0,289.0,http://www.amazon.com/reviews/B07DZMB1ZK,280.33
333,B07F2PWRZR,Huawei,"Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45"" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Gold)",https://www.amazon.com/Huawei-FullView-Smartphone-Unlocked-International/dp/B07F2PWRZR,4.0,52.0,89.96,http://www.amazon.com/reviews/B07F2PWRZR,87.26
334,B07F3YGL26,Xiaomi,"Xiaomi Redmi S2 (32GB 3GB RAM) with AI Smart Selfie & Dual Rear Cameras,5.99""Display,Dual SIM Unlocked,Global Version,No Warranty (Gold)",https://www.amazon.com/Cameras-Display-Unlocked-Version-Warranty/dp/B07F3YGL26,5.0,1.0,139.99,http://www.amazon.com/reviews/B07F3YGL26,135.79
336,B07FKD3H9Q,Apple,"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",https://www.amazon.com/Apple-Wi-Fi-Cellular-Space-Refurbished/dp/B07FKD3H9Q,5.0,10.0,249.99,http://www.amazon.com/reviews/B07FKD3H9Q,242.49
337,B07FKWT3JP,Sony,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone International Model - (Gold)",https://www.amazon.com/Sony-Factory-Unlocked-Smartphone-International/dp/B07FKWT3JP,4.0,1.0,179.99,http://www.amazon.com/reviews/B07FKWT3JP,174.59
338,B07FM9913M,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,4.2,453.0,159.49,http://www.amazon.com/reviews/B07FM9913M,154.71
339,B07FMD7MRX,Motorola,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",https://www.amazon.com/Motorola-Moto-G6-Play-16GB/dp/B07FMD7MRX,2.0,4.0,154.97,http://www.amazon.com/reviews/B07FMD7MRX,150.32
340,B07FSD86KD,Nokia,"Nokia 8110 (TA-1059) 512MB/4GB 2.45-inches Factory Unlocked, International Stock (Yellow)",https://www.amazon.com/Nokia-8110-TA-1067-2-45-inches-Unlocked/dp/B07FSD86KD,2.9,22.0,61.99,http://www.amazon.com/reviews/B07FSD86KD,60.13
341,B07FXRR28W,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile,https://www.amazon.com/Samsung-Galaxy-Note-SM-N920T-Platinum/dp/B07FXRR28W,3.7,9.0,344.91,http://www.amazon.com/reviews/B07FXRR28W,334.56
343,B07FZH9BGV,Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Warranty/dp/B07FZH9BGV,4.1,873.0,781.05,http://www.amazon.com/reviews/B07FZH9BGV,757.62
344,B07G3RDDXT,Samsung,"Samsung Galaxy Note9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Ocean Blue)",https://www.amazon.com/Samsung-Single-SIM-SM-N960F-Unlocked-Smartphone/dp/B07G3RDDXT,3.0,9.0,599.99,http://www.amazon.com/reviews/B07G3RDDXT,581.99
345,B07G7FG26S,Apple,"Apple iPhone 8, AT&T, 64GB - Red (Renewed)",https://www.amazon.com/Apple-iPhone-AT-64GB-Refurbished/dp/B07G7FG26S,4.0,16.0,320.0,http://www.amazon.com/reviews/B07G7FG26S,310.4
347,B07G7QZKBG,Xiaomi,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://www.amazon.com/Xiaomi-6-64GB-Factory-Unlocked-Smartphone/dp/B07G7QZKBG,4.2,20.0,137.57,http://www.amazon.com/reviews/B07G7QZKBG,133.44
349,B07G8VPHG3,Xiaomi,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",https://www.amazon.com/Xiaomi-Lite-64GB-5-84-International/dp/B07G8VPHG3,4.3,149.0,154.49,http://www.amazon.com/reviews/B07G8VPHG3,149.86
350,B07G9PVX51,Samsung,Samsung Galaxy J7 Refine - Virgin Mobile - Prepaid Cell Phone - Carrier Locked,https://www.amazon.com/Samsung-Galaxy-J7-Refine-Prepaid/dp/B07G9PVX51,3.4,42.0,220.0,http://www.amazon.com/reviews/B07G9PVX51,213.4
351,B07GCBWWPL,Samsung,Samsung Galaxy Note 9 SM-N960F/DS 128GB/6GB 6.4? QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA) (Ocean Blue) - Ocean Blue,https://www.amazon.com/Samsung-SM-N960F-DS-sAMOLED-Unlocked/dp/B07GCBWWPL,4.3,80.0,648.0,http://www.amazon.com/reviews/B07GCBWWPL,628.56
352,B07GDW2634,Samsung,"Samsung Galaxy J8 (2018) J810M 32GB 3GB RAM 6.0"" Octa-Core 1.8GHz 4G LTE GSM Single SIM 16.0 MP Factory Unlocked Fingerprint International Version, No Warranty (Black)",https://www.amazon.com/Samsung-Octa-Core-Unlocked-Fingerprint-International/dp/B07GDW2634,4.4,5.0,269.99,http://www.amazon.com/reviews/B07GDW2634,261.89
353,B07GDW4N5C,Samsung,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Ocean Blue - 128 GB,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Ocean/dp/B07GDW4N5C,3.8,10.0,669.99,http://www.amazon.com/reviews/B07GDW4N5C,649.89
354,B07GGGTT78,Motorola,"Motorola Moto G4 Plus XT1642 4G LTE Dual SIM Factory Unlocked No Warranty Octacore (NO CDMA) 5.5 Inches (Black, 32GB)",https://www.amazon.com/Motorola-Moto-G4-Plus-Unlocked/dp/B07GGGTT78,3.0,3.0,139.0,http://www.amazon.com/reviews/B07GGGTT78,134.83
355,B07GL4WGSF,Samsung,"Samsung Galaxy Note 9 SM-N9600 Dual SIM (128GB/6GB, Lavender Purple) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty)",https://www.amazon.com/Samsung-SM-N9600-Lavender-sAMOLED-Unlocked/dp/B07GL4WGSF,4.1,55.0,575.0,http://www.amazon.com/reviews/B07GL4WGSF,557.75
356,B07GL6W1NR,Samsung,Samsung Galaxy Note9 N9600 128GB Unlocked GSM Duos Phone w/Dual 12MP Camera - Midnight Black (International Version) (No Warranty),https://www.amazon.com/Samsung-SM-N9600-Midnight-sAMOLED-Unlocked/dp/B07GL6W1NR,4.2,39.0,619.97,http://www.amazon.com/reviews/B07GL6W1NR,601.37
357,B07GNHMZ3N,Samsung,"Samsung Galaxy Note 9 (SM-N960F/DS) 6GB / 128GB (Ocean Blue) 6.4-inches LTE Dual SIM (GSM ONLY, NO CDMA) Factory Unlocked - International Stock No Warranty",https://www.amazon.com/Samsung-SM-N960F-DS-6-4-inches-Unlocked/dp/B07GNHMZ3N,4.4,85.0,699.99,http://www.amazon.com/reviews/B07GNHMZ3N,678.99
358,B07GPNGWNK,Xiaomi,"Xiaomi Mi 8, 6-64GB, Unlocked, Global Version (Black)",https://www.amazon.com/Xiaomi-6-64GB-Unlocked-Global-Version/dp/B07GPNGWNK,4.5,60.0,268.99,http://www.amazon.com/reviews/B07GPNGWNK,260.92
359,B07GV9J7X8,Samsung,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Midnight Black) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",https://www.amazon.com/Samsung-Galaxy-SM-N960F-Midnight-Unlocked/dp/B07GV9J7X8,4.1,10.0,729.29,http://www.amazon.com/reviews/B07GV9J7X8,707.41
360,B07GVLKNB4,ASUS,"Asus - ZenFone Live with 16GB Memory Cell Phone, 5.5"" IPS Touch Screen (Unlocked) - Midnight Black",https://www.amazon.com/Asus-ZenFone-Memory-Unlocked-Midnight/dp/B07GVLKNB4,5.0,1.0,94.45,http://www.amazon.com/reviews/B07GVLKNB4,91.62
361,B07GVNHQV4,Motorola,Motorola Moto Z3 MOTXT192917 GSM/CDMA LTE Unlocked Droid Edition 5G Capable - Ceramic Black,https://www.amazon.com/Motorola-MOTXT192917-Unlocked-Droid-Capable/dp/B07GVNHQV4,3.6,12.0,449.0,http://www.amazon.com/reviews/B07GVNHQV4,435.53
362,B07GW1DXFP,Samsung,Samsung Galaxy Prime 16GB J327 J3 AT&T T-Mobile Unlocked Smartphone - Silver (Renewed),https://www.amazon.com/Samsung-Galaxy-T-Mobile-Unlocked-Smartphone/dp/B07GW1DXFP,3.6,108.0,93.99,http://www.amazon.com/reviews/B07GW1DXFP,91.17
363,B07GWFMLT8,Samsung,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Metallic Copper) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",https://www.amazon.com/Samsung-Galaxy-SM-N960F-Metallic-Unlocked/dp/B07GWFMLT8,4.8,18.0,677.0,http://www.amazon.com/reviews/B07GWFMLT8,656.69
364,B07GWV23X7,Samsung,Samsung Galaxy Note 5 N920A 64GB at&T GSM Unlocked - Gold Platinum,https://www.amazon.com/Samsung-Galaxy-Note-N920A-Unlocked/dp/B07GWV23X7,3.8,10.0,366.73,http://www.amazon.com/reviews/B07GWV23X7,355.73
366,B07GX1DBD9,ASUS,ASUS ZenFone V Smartphone - Verizon Exclusive Model - 32GB - Saphire Black (Renewed),https://www.amazon.com/ASUS-ZenFone-Smartphone-Exclusive-Refurbished/dp/B07GX1DBD9,2.8,4.0,96.98,http://www.amazon.com/reviews/B07GX1DBD9,94.07
368,B07GYK8MBD,Samsung,Samsung Galaxy J3 (2018) J337A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B07GYK8MBD,3.4,18.0,148.49,http://www.amazon.com/reviews/B07GYK8MBD,144.04
369,B07H41NB46,Xiaomi,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",https://www.amazon.com/Xiaomi-Pocophone-Graphite-Unlocked-Warranty/dp/B07H41NB46,4.3,237.0,314.5,http://www.amazon.com/reviews/B07H41NB46,305.06
370,B07H445L82,Samsung,Samsung SM-J737VZKAVZW Galaxy J7 V 16GB (2018) 2nd Edition for Verizon (Renewed),https://www.amazon.com/Samsung-SM-J737VZKAVZW-Verizon-Certified-Refurbished/dp/B07H445L82,3.6,15.0,88.0,http://www.amazon.com/reviews/B07H445L82,85.36
372,B07H7SBBWQ,Xiaomi,"Xiaomi Redmi 6 - 64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://www.amazon.com/Xiaomi-Redmi-Unlocked-Smartphone-International/dp/B07H7SBBWQ,4.1,57.0,139.48,http://www.amazon.com/reviews/B07H7SBBWQ,135.3
373,B07H8Q3C9T,Samsung,"Samsung Galaxy J2 Core 2018 International Version, No Warranty Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 8GB (Black)",https://www.amazon.com/Samsung-Factory-Unlocked-Caribbean-SM-J260M/dp/B07H8Q3C9T,4.1,300.0,85.0,http://www.amazon.com/reviews/B07H8Q3C9T,82.45
374,B07H8QMZWV,Samsung,Samsung Galaxy Note9 Factory Unlocked Phone with 6.4in Screen and 128GB - Ocean Blue (Renewed),https://www.amazon.com/Samsung-Unlocked-Warranty-Certified-Refurbished/dp/B07H8QMZWV,4.1,1.0,399.0,http://www.amazon.com/reviews/B07H8QMZWV,387.03
375,B07H8SBLBC,Motorola,"Motorola Moto E5 Play XT1920-19 Factory Unlocked 16GB Dual SIM 1GB RAM 4G LTE 5.3"" LCD Display 8MP International Version (Black)",https://www.amazon.com/Motorola-Moto-Fingerprint-Sensor-XT1920-19/dp/B07H8SBLBC,3.8,117.0,89.99,http://www.amazon.com/reviews/B07H8SBLBC,87.29
376,B07HC3CSMR,Samsung,Samsung Galaxy S8 64 GB Unlocked Phone with FREE Cellairis Phone Case & Screen Protector,https://www.amazon.com/Samsung-Galaxy-Unlocked-Cellairis-Protector/dp/B07HC3CSMR,3.2,2.0,693.58,http://www.amazon.com/reviews/B07HC3CSMR,672.77
377,B07HC74RMG,Samsung,Samsung Galaxy S9 Enterprise Edition 64 GB Unlocked Phone With FREE Cellairis Phone Case & Screen Protector,https://www.amazon.com/Samsung-Enterprise-Unlocked-Cellairis-Protector/dp/B07HC74RMG,1.0,1.0,826.69,http://www.amazon.com/reviews/B07HC74RMG,801.89
378,B07HCQ8VDQ,Samsung,"Samsung Galaxy Note 5 N920A, Black 32GB - at&T GSM Unlocked",https://www.amazon.com/Samsung-Galaxy-Note-N920A-Black/dp/B07HCQ8VDQ,3.3,50.0,262.49,http://www.amazon.com/reviews/B07HCQ8VDQ,254.62
379,B07HD3QC65,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,3.3,484.0,209.0,http://www.amazon.com/reviews/B07HD3QC65,202.73
380,B07HFHX6HX,Samsung,Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Midnight Black),https://www.amazon.com/Samsung-Galaxy-Note-Smartphone-Refurbished/dp/B07HFHX6HX,4.2,551.0,324.99,http://www.amazon.com/reviews/B07HFHX6HX,315.24
381,B07HFKWDK7,Motorola,Motorola Moto G5S Plus Unlocked GSM Android Smartphone (Blush Gold),https://www.amazon.com/Motorola-Unlocked-Android-Smartphone-Blush/dp/B07HFKWDK7,3.2,52.0,129.99,http://www.amazon.com/reviews/B07HFKWDK7,126.09
382,B07HHRF89L,Nokia,"Nokia 5 - Android 9.0 PIE - 16 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.2"" Screen - Blue",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B07HHRF89L,3.7,20.0,89.0,http://www.amazon.com/reviews/B07HHRF89L,86.33
383,B07HK4JNV1,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,4.3,441.0,179.5,http://www.amazon.com/reviews/B07HK4JNV1,174.12
384,B07HKPMFZ5,Google,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),https://www.amazon.com/Pixel-Phone-XL-Certified-Refurbished/dp/B07HKPMFZ5,4.0,212.0,319.97,http://www.amazon.com/reviews/B07HKPMFZ5,310.37
385,B07HKQ61NV,Apple,Apple iPhone 8 a1905 64GB LTE GSM Unlocked (Renewed),https://www.amazon.com/Apple-iPhone-a1905-Unlocked-Refurbished/dp/B07HKQ61NV,3.7,29.0,299.0,http://www.amazon.com/reviews/B07HKQ61NV,290.03
386,B07HKQJ6H1,Google,Google Pixel Phone 3-64GB Clearly White (Renewed),https://www.amazon.com/Pixel-Phone-3-64GB-Certified-Refurbished/dp/B07HKQJ6H1,3.9,99.0,303.9,http://www.amazon.com/reviews/B07HKQJ6H1,294.78
387,B07HMC84L1,Motorola,Motorola Moto E5 Cruise Unlocked 4G LTE (Cricket) Single Sim 16GB 2GB Ram 8MP XT1921-2 Android 8.0 Desbloqueado,https://www.amazon.com/Motorola-Unlocked-Cricket-XT1921-2-Desbloqueado/dp/B07HMC84L1,5.0,1.0,116.7,http://www.amazon.com/reviews/B07HMC84L1,113.2
388,B07HQTWQVT,Sony,"Sony H3123 - Black/SBH-90C/SCSH10 Xperia XA2 Accessory Bundle, (Bundle Includes: 1 Xperia XA2, 1 SBH90C Bluetooth Headset, 1 Flip Phone Case), Black",https://www.amazon.com/Sony-H3123-SBH-90C-Accessory-Bluetooth/dp/B07HQTWQVT,3.9,209.0,370.74,http://www.amazon.com/reviews/B07HQTWQVT,359.62
390,B07J2Q68N4,Samsung,Samsung Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black),https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Midnight/dp/B07J2Q68N4,3.6,29.0,454.98,http://www.amazon.com/reviews/B07J2Q68N4,441.33
391,B07J4YLV46,Motorola,Motorola Moto Z3 MOTXT192917 Verizon Locked Edition 5G Capable - Ceramic Black (Renewed),https://www.amazon.com/Motorola-MOTXT192917-Verizon-Locked-Capable/dp/B07J4YLV46,3.5,22.0,199.0,http://www.amazon.com/reviews/B07J4YLV46,193.03
392,B07J4Z9647,Huawei,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",https://www.amazon.com/Huawei-SNE-LX3-Factory-Unlocked-International/dp/B07J4Z9647,4.4,422.0,229.98,http://www.amazon.com/reviews/B07J4Z9647,223.08
393,B07J5GH52Q,Samsung,Samsung Qi Certified Fast Charge Wireless Charging Pad for Qi Compatible Smartphones with Built-in Cool Fan - Retail Packaging - Black,https://www.amazon.com/Samsung-Certified-Wireless-Compatible-Smartphones/dp/B07J5GH52Q,4.0,20.0,26.43,http://www.amazon.com/reviews/B07J5GH52Q,25.64
394,B07J5VTRX6,Samsung,Samsung Galaxy S9 SM-G960U 64GB for T-Mobile (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-G960U-T-Mobile-Renewed/dp/B07J5VTRX6,3.6,32.0,319.0,http://www.amazon.com/reviews/B07J5VTRX6,309.43
395,B07J62YCWB,Motorola,"Motorola Z2 Force (Super Black, ATT GSM Unlocked)",https://www.amazon.com/Motorola-Force-Super-Black-Unlocked/dp/B07J62YCWB,3.9,7.0,399.99,http://www.amazon.com/reviews/B07J62YCWB,387.99
396,B07JB4W3L6,Huawei,"Huawei Mate 20 HMA-L29 Dual-SIM 128GB (4GB RAM, 6.53"" inch, Android) (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Black) - International Version",https://www.amazon.com/Huawei-HMA-L29-Dual-SIM-Unlocked-Smartphone/dp/B07JB4W3L6,4.0,1.0,499.0,http://www.amazon.com/reviews/B07JB4W3L6,484.03
398,B07JLF13KV,Samsung,"Samsung Galaxy S9 SM-G9600 Dual Sim 5.8"", Super AMOLED, 64GB,4 GB RAM Factory Unlocked No Warranty - Sunrise Gold",https://www.amazon.com/Samsung-SM-G9600-Factory-Unlocked-Warranty/dp/B07JLF13KV,3.9,2.0,509.99,http://www.amazon.com/reviews/B07JLF13KV,494.69
399,B07JML1XPT,Samsung,Samsung Galaxy Note 8 N950U 64GB - T-Mobile (Orchid Gray),https://www.amazon.com/Samsung-Galaxy-Note-N950U-64GB/dp/B07JML1XPT,4.1,14.0,499.98,http://www.amazon.com/reviews/B07JML1XPT,484.98
400,B07JMPGNHK,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,4.5,242.0,194.99,http://www.amazon.com/reviews/B07JMPGNHK,189.14
401,B07JNKYBZ4,Huawei,"Huawei Y9 2019 JKM-LX3 6.5"" HiSilicon Kirin 710 64GB 3GB RAM Dual SIM A-GPS Fingerprint -Glonass No Warranty US (Blue)",https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/dp/B07JNKYBZ4,4.5,85.0,186.9,http://www.amazon.com/reviews/B07JNKYBZ4,181.29
402,B07JQXJ3JK,Samsung,Samsung Galaxy S9 - GSM Unlocked - 64GB (Renewed) (Midnight Black),https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Midnight/dp/B07JQXJ3JK,5.0,2.0,380.4,http://www.amazon.com/reviews/B07JQXJ3JK,368.99
403,B07JVDQP47,Google,Google Pixel 3 Verizon 64GB Black,https://www.amazon.com/Google-Pixel-Factory-Unlocked-Black/dp/B07JVDQP47,3.8,63.0,464.0,http://www.amazon.com/reviews/B07JVDQP47,450.08
404,B07JYRK4HX,Samsung,Samsung Galaxy Note 5 N920A 32GB GSM Unlocked - White,https://www.amazon.com/Samsung-Galaxy-Note-N920A-Unlocked/dp/B07JYRK4HX,3.2,16.0,240.0,http://www.amazon.com/reviews/B07JYRK4HX,232.8
405,B07JZRFHTP,Samsung,Samsung Galaxy S8+ Certified Pre-Owned Factory Unlocked Phone - 6.2Inch Screen - 64GB - Midnight Black (U.S. Warranty) (Renewed),https://www.amazon.com/Samsung-Certified-Pre-Owned-Factory-Unlocked/dp/B07JZRFHTP,4.2,11.0,344.99,http://www.amazon.com/reviews/B07JZRFHTP,334.64
406,B07JZRL7N5,Samsung,Samsung Galaxy S8 Certified Pre-Owned Factory Unlocked Phone - 5.8Inch Screen - 64GB - Midnight Black (U.S. Warranty)(Renewed),https://www.amazon.com/Samsung-Certified-Pre-Owned-Factory-Unlocked/dp/B07JZRL7N5,3.9,84.0,333.48,http://www.amazon.com/reviews/B07JZRL7N5,323.48
407,B07K1M36CM,Huawei,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07K1M36CM,4.6,153.0,459.99,http://www.amazon.com/reviews/B07K1M36CM,446.19
408,B07K2FZYKV,Samsung,"Samsung Galaxy J7 2018 (16GB) J737A - 5.5 HD Display, Android 8.0, Octa-core 4G LTE at&T Unlocked Smartphone (Black)",https://www.amazon.com/Samsung-Galaxy-2018-16GB-J737A/dp/B07K2FZYKV,4.0,54.0,209.99,http://www.amazon.com/reviews/B07K2FZYKV,203.69
409,B07K3X5JTP,Google,Google - Pixel 3 XL with 64GB Memory Cell Phone (Unlocked) - Just Black,https://www.amazon.com/Google-Pixel-XL-Just-Black/dp/B07K3X5JTP,4.5,118.0,588.53,http://www.amazon.com/reviews/B07K3X5JTP,570.87
410,B07K4TRTDV,Samsung,Samsung Galaxy S8 Active 64GB SM-G892U Sprint CDMA/GSM Unlocked - Meteor Gray (Renewed),https://www.amazon.com/Samsung-Galaxy-Active-SM-G892U-Unlocked/dp/B07K4TRTDV,3.3,15.0,278.99,http://www.amazon.com/reviews/B07K4TRTDV,270.62
412,B07K64PTLP,Xiaomi,"Xiaomi Mi 8 Pro (128GB, 8GB RAM) with In-Screen Fingerprint Reader, Dual Camera's, 6.21"" AMOLED Display, Factory Unlocked - Global Version No Warranty (Transparent Titanium)",https://www.amazon.com/Screen-Fingerprint-Cameras-Display-Unlocked/dp/B07K64PTLP,4.0,26.0,293.99,http://www.amazon.com/reviews/B07K64PTLP,285.17
